food_id,food_name_original,scientific_name,food_group,food_subgroup,variety_name,collection_area,district,province,food_state,edible_part,edible_part_percent,inedible_part_percent,lb_ratio,kernel_weight_1000_g,energy_kcal,water_g,protein_g,fat_g,ash_g,crude_fiber_g,carbohydrate_g,reducing_sugar_g,calcium_mg,iron_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,total_carotenoids_ug,vitamin_c_mg,nutrient_basis,source_document,source_year,source_page,source_table,source_figure,extraction_confidence,needs_manual_review,notes
NFD-2012-0101,Amaranth seed,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,375,10.6,9.4,7.17,2.6,2.2,68.1,,37,5.2,529.1,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0102,Barely,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,336,12.5,11.5,1.3,1.2,3.9,69.6,,26,1.7,215,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0103,Buck wheat(whole),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,74,,,,323,11.3,10.3,2.4,2.3,8.6,65.1,,64,15.5,355,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0104,Bajra,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,84,,,,361,12.4,11.6,5,2.3,1.2,67.5,,42,8,296,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0105,Bamboo seed,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,367,7.8,13.1,1.1,1.1,0.9,75.9,,37,6.4,162,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0106,Buckwheat flour,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,,,,,313,12.2,6.1,1.3,3.1,7.8,69.2,,,5.6,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0107,Foxtail millet,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,79,,,,331,11.2,12.3,4.3,3.3,8,60.9,,31,12.9,290,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0108,Finger millet(Ragi),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,328,13.1,7.3,1.3,2.7,3.6,72,,344,3.9,283,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0109,Prosomillet( chino),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,378,8.67,11,4.22,3.25,1,72.9,,8,3,28.5,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0110,French millet,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,59,,,,341,11.9,12.5,1.1,1.9,2.2,70.4,,14,5,206,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0111,Jowar,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,349,11.9,10.4,1.9,1.6,1.6,72.6,,25,5.8,222,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0112,Maize green(tender),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,37,,,,125,67.1,4.7,0.9,0.8,1.9,24.6,,9,1.1,121,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0113,Maize Dry,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,342,14.9,11.1,3.6,1.5,2.7,66.2,,10,3.3,348,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0114,Maize flour (yellow),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,360,12,9.2,3.9,1.2,1.6,72.1,,20,2.4,256,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0115,Maize flour (white),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,360,12,9.2,3.9,1.2,1.6,72.1,,20,2.4,256,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0116,Millet,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,322,14.4,7.7,1.2,2.9,3.7,70.1,,288,49.1,276,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0117,Maize granular,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,362,12,9,3.4,1.1,1,74.5,,17,1.8,223,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0118,Oatmeal,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,374,10.7,13.6,7.6,1.8,3.5,62.8,,50,3.8,380,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0119,"Rice Parboiled, (hand punded)",,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,349,12.6,8.5,0.6,0.9,,77.4,,10,2.8,280,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0120,Rice (raw) (Milled),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,345,13.7,6.8,0.5,0.6,0.2,78.2,,10,0.7,160,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0121,Rice (Raw) (Handpounded),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,346,13.3,7.5,1,0.9,0.6,76.7,,10,3.2,190,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0122,Rice flakes,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,346,12.2,6.6,1.2,2,0.7,77.3,,20,20,238,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0123,"Rice parboiled, (Milled)",,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,345,13.3,6.4,0.4,0.7,0.2,79,,9,1,143,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0124,Rice Puff,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,325,14.7,7.5,0.1,3.8,0.3,73.6,,23,6.6,150,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0125,Rice bran,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,,,,,393,11,13.5,16.2,6.6,4.3,48.4,,67,35,1410,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0126,Sorghum,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,357,14.3,7.6,2.4,1,0.6,74.7,,17,3.6,196,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0127,Vermicelli,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,352,11.7,8.7,0.4,0.7,0.2,78.3,,22,2,92,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0128,Wheat flour (whole),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,341,12.2,12.1,1.7,2.7,1.9,69.4,,48,4.9,355,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0129,Wheat flour (refined),,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,348,13.3,11,0.9,0.6,0.3,73.9,,23,2.7,121,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0130,Wheat germ,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,397,5.2,29.2,7.4,3.5,1.4,53.3,,40,6,846,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0131,wheat bran,,CEREAL & CEREAL PRODUCT,,,,,,Raw,,100,,,,397,11.9,14.6,3,4.5,6.8,66,,132,13.8,975,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0132,"Bengal gram, Big, white( whole)",,PULSES & LEGUMES,,,,,,Raw,,100,,,,347.2,10.9,21.1,4,2.8,4.5,56.7,,56.2,5.3,300,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0133,Bengal gram dal(chickpea),,PULSES & LEGUMES,,,,,,Raw,,100,,,,372,9.9,20.8,5.6,2.7,1.2,59.8,,56,5.3,331,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0134,Black gram (Dal),,PULSES & LEGUMES,,,,,,Raw,,100,,,,347,10.9,24,1.4,3.2,0.9,59.6,,154,3.8,385,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0135,Black gram (Whole),,PULSES & LEGUMES,,,,,,Raw,,100,,,,344,10.6,21,1.6,3.6,4.4,58.8,,110,8.4,348,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0136,Broadbean,,PULSES & LEGUMES,,,,,,Raw,,100,,,,328,13.8,25,1.2,3.1,5.1,29.3,,104,4.2,357,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0137,Cow Pea,,PULSES & LEGUMES,,,,,,Raw,,97,,,,323,13.4,24.1,1,3.2,3.8,54.5,,77,8.6,414,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0138,Fieldbean dry(simi),,PULSES & LEGUMES,,,,,,Raw,,100,,,,347,9.6,24.9,1.3,3.2,1.4,60.1,,60,4.4,433,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0139,Gram Flour besan,,PULSES & LEGUMES,,,,,,Raw,,100,,,,364,11.6,17.9,4.3,2.6,0.1,63.5,,129,5.6,321,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0140,"Green gram (Dal), Green",,PULSES & LEGUMES,,,,,,Raw,,100,,,,348,10.1,24.5,1.2,3.5,4.2,59.9,,75,3.9,405,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0141,Lentil,,PULSES & LEGUMES,,,,,,Raw,,100,,,,343,12.4,25.1,0.7,2.1,0.7,59,,69,7.5,293,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0142,Peas (dry),,PULSES & LEGUMES,,,,,,Raw,,100,,,,319,16,19.7,1.9,2.2,4.5,55.7,,75,7.05,298,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0143,Rajmah,,PULSES & LEGUMES,,,,,,Raw,,100,,,,346,12,22.9,1.3,3.2,4.8,60.6,,260,5.1,410,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0144,Soyabean (black),,PULSES & LEGUMES,,,,,,Raw,,100,,,,393,12.1,33.3,15,4,4.3,31.3,,213,9.5,509,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0145,Soyabean (white),,PULSES & LEGUMES,,,,,,Raw,,100,,,,411,10.2,33.3,17.7,5,4.2,29.6,,226,8.5,546,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0146,Amaranth (spined),,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,43,85,3,0.3,3.6,1.1,7,,800,22.9,50,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0147,Amaranth (tender),,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,397,85.7,4,0.5,2.7,1,6.1,,45,3.49,83,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0148,Asparagus (Kurilo),,GREEN LEAFY VEGETABLES,,,,,,Raw,,86.8,,,,30.6,92.5,3.3,0.1,0.6,0.8,2.7,,25,1.3,45.5,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0149,Cabbage green,,GREEN LEAFY VEGETABLES,,,,,,Raw,,88,,,,27,91.9,1.8,0.1,0.6,1,4.6,,39,0.8,44,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0150,"Cauliflower, Green",,GREEN LEAFY VEGETABLES,,,,,,Raw,,71,,,,66,80,5.9,1.3,3.2,2,7.6,,626,40,107,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0151,Coriander leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,70,,,,44,86.3,3.3,0.6,2.3,1.2,6.3,,184,1.42,71,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0152,Spinach,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,26,92.1,2,0.7,1.7,0.6,2.9,,73,1.14,21,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0153,Ashgourd,,OTHER VEGETABLES,,,,,,Raw,,67,,,,10,96.5,0.4,0.1,0.3,0.8,1.9,,30,0.8,20,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0154,Brinjal,,OTHER VEGETABLES,,,,,,Raw,,91,,,,24,92.7,1.4,0.3,0.3,1.3,4,,18,0.37,47,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0155,Cauliflower,,OTHER VEGETABLES,,,,,,Raw,,70,,,,30,90.8,2.6,,1,1.2,4,,33,1.23,57,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0156,Cucumber,,OTHER VEGETABLES,,,,,,Raw,,83,,,,13,96.3,0.4,0.1,0.3,0.4,2.5,,10,0.6,25,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0157,Pumpkin,,OTHER VEGETABLES,,,,,,Raw,,79,,,,25,92.6,1.4,0.1,0.6,0.7,4.6,,10,0.44,30,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0158,Tomato red,,OTHER VEGETABLES,,,,,,Raw,,100,,,,21,93.5,1.3,0.1,0.7,0.5,3.9,,15,0.7,27,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0159,Beet root,,ROOTS AND TUBERS,,,,,,Raw,,85,,,,43,87.7,1.7,0.1,0.8,0.9,8.8,,18,1.19,55,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0160,Carrot,,ROOTS AND TUBERS,,,,,,Raw,,95,,,,47.8,86,0.9,0.2,1.1,1.2,10.6,,80,1.03,530,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0161,Garlic dry,,ROOTS AND TUBERS,,,,,,Raw,,85,,,,145,62,6,0.1,1,0.8,29.8,,30,1.3,310,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0162,Potato,,ROOTS AND TUBERS,,,,,,Raw,,85,,,,97,74.7,1.6,0.1,0.6,0.6,22.4,,10,0.46,40,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0163,Apple,,FRUITS,,,,,,Raw,,90,,,,59,84.6,0.2,0.5,0.3,1,13.4,,10,0.66,14,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0164,Banana ripe,,FRUITS,,,,,,Raw,,71,,,,116,70.1,1.2,0.3,0.8,0.4,27.2,,17,0.37,36,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0165,"Mango, Ripe",,FRUITS,,,,,,Raw,,74,,,,74,81,0.6,0.4,0.4,0.7,16.9,,14,1.3,16,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0166,Orange,,FRUITS,,,,,,Raw,,67,,,,48,87.6,0.7,0.2,0.3,0.3,10.9,,26,0.32,20,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0167,"Ginger, fresh",,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,67,80.9,2.3,0.9,1.2,2.4,12.3,,20,3.5,60,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0168,Turmeric,,CONDIMENTS AND SPICES,,,,,,Raw,,100,,,,150,13.1,6.3,5.1,3.5,2.6,69.4,,349,67.8,282,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0169,Buffalo meat (lean meat),,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,86,78.7,19.4,0.9,1,,0,,3,,189,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0170,Chicken flesh,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,187,68.7,18.8,17.6,1.1,0,0,,12,3,188,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0171,Hen-egg,,EGG,,,,,,Raw,,,,,,173,73.7,13.3,13.3,1,,,,60,2.1,220,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0172,Cow milk,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,67,87.5,3.2,4.1,0.8,,4.4,,120,0.2,90,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0173,Buffalo milk,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,60,89.1,3.1,4,0.8,,3,,149,0.2,93,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0174,Cooked rice,,COOKED FOOD,,,,,,Raw,,,,,,129,67.5,2.5,0.17,0.31,,29.4,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0175,Dal(pulses),,COOKED FOOD,,,,,,Raw,,,,,,48.7,86.3,3.3,0.6,2.28,,7.4,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0176,Wai Wai,,A(1). INSTANT SEASONED NOODLES,,,,,,Raw,,,,,,0.15,,1.8,7.68,66.4,3.92,20,,476,120,87,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0177,Aaha,,A(1). INSTANT SEASONED NOODLES,,,,,,Raw,,,,,,0.09,,2.6,10.36,73,2.48,11.1,,433,197,28,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0178,Cabbage purple,,GREEN LEAFY VEGETABLES,,,,,,Raw,,90,,,,11,91.6,1.9,0.2,0.6,2.2,3.5,,22.7,1.1,50.4,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0179,Cauliflower (flower only),,GREEN LEAFY VEGETABLES,,,,,,Raw,,100,,,,41,88.48,0.75,2.4,,0.25,6.6,,11.51,0.85,74.63,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0180,Choisum Sag,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,39,88.1,2.7,0.3,1,1.5,6.4,,65.2,1.5,91,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0181,Chukandar,,GREEN LEAFY VEGETABLES,,,,,,Raw,,87.4,,,,43,87.9,2.8,0.1,1,0.4,7.8,,20,1.3,53.3,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0182,Chocho leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,71.07,,,,27,91.42,3.01,0.21,1.19,1.01,3.2,,42.53,2.26,76.38,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0183,Carrot leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,51,,,,77,76.6,5.1,0.5,2.8,1.9,13.1,,340,8.8,110,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0184,Celery leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,37,88,6.3,0.6,2.1,1.4,1.6,,230,6.3,140,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0185,Colocasia leaves (Black variety),,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,77,78.8,6.8,2,2.5,1.8,8.1,,460,0.98,125,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0186,Colocasia leaves (Green variety),,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,56,82.7,3.9,1.5,2.2,2.9,6.8,,227,10,82,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0187,Colocasia leaves (dried),,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,277,9.3,13.7,5.9,12.8,16,42.3,,1546,,308,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0188,Cowpea leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,38,89,3.4,0.7,1.6,1.2,4.1,,290,20.1,58,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0189,Dundu,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,25,91.39,2.57,,1.16,1.22,3.66,,86.22,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0190,Drumstick leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,75,,,,92,75.9,6.7,1.7,2.3,0.9,12.5,,440,0.85,70,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0191,Fenugreek leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,59,,,,49,86.1,4.4,0.9,1.5,1.1,6,,395,1.93,51,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0192,Garden cress,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,67,82.3,5.8,1,2.2,,8.7,,360,28.6,110,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0193,Garden sorrel,,GREEN LEAFY VEGETABLES,,,,,,Raw,,100,,,,25,91.9,0.6,0.2,0.9,1.3,5.1,,130,1.7,20,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0194,Garlic (stem& leaves),,GREEN LEAFY VEGETABLES,,,,,,Raw,,92,,,,76,79.5,2.4,0.5,0.9,1.6,15.1,,53,0.6,42,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0195,Gyanth Kobi,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,43,89.6,2.6,1,0.63,0.2,6,,19.3,13.2,50.8,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0196,Gyanth Kobi Leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,56,86,2.8,0.5,0.2,0.8,9.7,,31.1,0.1,56,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0197,Gothale Sag,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,51,83.8,2.07,0.4,2.06,2.01,9.6,,274,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0198,jaluka Saag,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,35,87,2.4,0.43,1.66,3.02,5.5,,254.45,3.6,49,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0199,Khesari leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,55,84.2,6.1,1,1.1,2.1,5.5,,160,7.3,100,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0200,Koiralo Sag,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,62,78.1,3.6,1,2.1,5.5,9.7,,312,,92,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0201,Khole garden cress,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,113,89.16,3.5,0.4,1.57,0.95,4.4,,35,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0202,Knol-knol green,,GREEN LEAFY VEGETABLES,,,,,,Raw,,73,,,,740,86.7,3.5,0.4,1.2,1.8,6.4,,43,13.3,50,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0203,Kitchen garden persley,,GREEN LEAFY VEGETABLES,,,,,,Raw,,51,,,,111,90.5,2.4,0.6,2.3,1.3,2.9,,27,14.8,45,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0204,lettuce,,GREEN LEAFY VEGETABLES,,,,,,Raw,,66,,,,50,93.4,2.1,0.3,1.2,0.5,2.5,,21,2.4,28,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0205,love-lies bleeding,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,200,90,3,0.7,3.3,1,2,,26,,40,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0206,Mint,,GREEN LEAFY VEGETABLES,,,,,,Raw,,45,,,,48,84.9,4.8,0.6,1.9,2,5.8,,200,15.6,62,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0207,Mustard leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,34,89.8,4,0.6,1.6,0.8,3.2,,155,16.3,26,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0208,Nakore sag,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,83.54,87.16,2.49,0.18,1.26,0.89,8,,44,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0209,Niguro green,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,19,93.25,1.15,0.15,,0.99,3.4,,117,,1.03,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0210,Neem leaves tender,,GREEN LEAFY VEGETABLES,,,,,,Raw,,100,,,,158,59.4,11.6,3,2.6,2.2,21.2,,130,25.3,190,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0211,Poisag,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,200,90.8,2.8,0.4,1.8,,4.2,,32,1,35,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0212,Patua sag,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,63,81.4,5.1,1.1,2.7,1.6,8.1,,241,,93,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0213,Potato leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,120,88.4,4.4,0.9,1.8,1.3,3.6,,40,,50,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0214,Pumpkin leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,392,81.9,4.6,0.8,3.7,2.1,6.9,,53,,112,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0215,Purple Cabbage,,GREEN LEAFY VEGETABLES,,,,,,Raw,,90,,,,66,91.6,1.9,0.2,0.6,2.2,52,,22.7,1.1,50.4,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
